0,-0.0058589,0,0
1,0.023474,0,-0.045107
2,0.0065556,0,-0.0057432
3,0.018,0,0.079521
4,0.010892,0,0.082422
5,-0.014839,0,0.050854
6,0.022725,0,0.034766
7,-0.019355,0,0.020844
8,0.027252,0,-0.0086624
9,0.026324,0,-0.013206
10,0.038262,0,-0.027916
11,0.03869,10,-0.01353
12,0.15781,10,-0.011642
13,0.24894,10,-0.035684
14,0.32745,10,0.013563
15,0.40924,10,0.085993
16,0.46095,10,0.13034
17,0.50313,10,0.21859
18,0.52521,10,0.35443
19,0.57833,10,0.46038
20,0.5567,10,0.56486
21,0.5828,10,0.67643
22,0.59024,10,0.79606
23,0.62794,10,0.84114
24,0.67723,10,0.80586
25,0.67453,10,0.75133
26,0.739,10,0.67213
27,0.75305,10,0.63199
28,0.81006,10,0.6119
29,0.77393,10,0.60611
30,0.78411,10,0.66567
31,0.85841,10,0.76139
32,0.8223,10,0.80368
33,0.7843,10,0.85174
34,0.78977,10,0.9197
35,0.82585,10,0.9164
36,0.84161,10,0.90974
37,0.85285,10,0.92219
38,0.88054,10,0.91369
39,0.88027,10,0.86436
40,0.8857,10,0.85968
41,0.92004,10,0.88625
42,0.951,10,0.87451
43,0.91927,10,0.89291
44,0.92138,10,0.92814
45,0.95398,10,0.91082
46,0.9289,10,0.90445
47,0.91345,10,0.89452
48,0.94277,10,0.86401
49,0.94808,10,0.88982
50,0.94212,10,0.94446
51,0.91326,10,0.98594
52,0.92239,10,0.96887
53,0.92121,10,0.96653
54,0.95582,10,1.0162
55,0.93924,10,1.0487
56,0.96375,10,1.0282
57,0.97431,10,0.97318
58,0.96969,10,0.91826
59,0.94263,10,0.89331
60,0.99442,10,0.90601
61,1.0025,10,0.91074
62,0.9714,10,0.94006
63,0.9822,10,1.0014
64,0.9708,10,1.0415
65,1.0134,10,1.0355
66,0.98093,10,0.98751
67,0.98803,10,0.97364
68,0.96497,10,1.0083
69,0.97381,10,1.0005
70,0.96457,10,0.93113
71,1.0067,10,0.92893
72,1.0022,10,0.97164
73,0.97059,10,1.0097
74,1.0431,10,1.0558
75,1.0048,10,1.0413
76,0.99779,10,0.9935
77,1.0313,10,0.95899
78,0.94564,10,0.94919
79,0.99286,10,0.98287
80,0.9936,10,1.0095
81,0.99799,10,0.97135
82,0.97233,10,0.96655
83,1.0017,10,1.0046
84,0.94543,10,1.0003
85,0.99091,10,0.95882
86,0.9955,10,0.94912
87,0.98235,10,0.98466
88,0.98717,10,1.0133
89,0.96268,10,1.0077
90,0.9887,10,0.9803
91,0.9699,10,0.96021
92,0.94333,10,0.99303
93,0.97017,10,1.011
94,0.96526,10,0.98801
95,0.9588,10,0.96898
96,0.99073,10,0.97059
97,0.98203,10,0.99251
98,0.97727,10,0.99505
99,0.97306,10,1.0113
100,1.0203,10,1.032
101,1.0146,10,1.0367
102,0.99305,10,0.99154
103,1.004,10,0.94024
104,1.0353,10,0.96191
105,1.0418,10,0.98869
106,1.0281,10,1.0106
107,0.99984,10,1.0603
108,0.99715,10,1.0952
109,1.03,10,1.0586
110,1.0046,10,0.98417
111,1.0057,10,0.94904
112,1.022,10,0.93414
113,1.0461,10,0.93517
114,1.0242,10,0.98618
115,1.0188,10,1.0211
116,1.0298,10,1.0229
117,1.0064,10,1.0294
118,0.97487,10,1.0474
119,1.0129,10,1.078
120,1.0136,10,1.0724
121,0.95826,0,1.0292
122,0.8601,0,1.0061
123,0.77887,0,0.98944
124,0.72107,0,0.94115
125,0.64709,0,0.92114
126,0.60382,0,0.87489
127,0.54355,0,0.7648
128,0.52809,0,0.65392
129,0.49384,0,0.5612
130,0.49104,0,0.47197
131,0.48164,0,0.40936
132,0.44686,0,0.40285
133,0.42149,0,0.38067
134,0.38929,0,0.33143
135,0.36222,0,0.28231
136,0.34161,0,0.24011
137,0.28672,0,0.19342
